Time,Outdoor,,,,,,,,Solar and UVI,,Rainfall,,,,,,,Wind,,,Pressure,,,
,Temperature(℃),Temperature Low(℃),Temperature High(℃),Feels Like(℃),Dew Point(℃),Humidity(%),Humidity Low(%),Humidity High(%),Solar(W/m²),UVI,Rain Rate(mm/hr),Daily(mm),Event(mm),Hourly(mm),Weekly(mm),Monthly(mm),Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Relative(hPa),Relative Low(hPa),Relative High(hPa),Absolute(hPa)
2022-05-25 01:00:00,13.2,10,18.2,13.2,11.5,90,67,99,1011.6,9,13.8,15,24.6,0,25.4,33,-,2.3,20.1,343,1024.1,1019,1028.4,1012.4
2022-05-26 01:00:00,14.9,10.3,20.6,14.9,12.5,87,68,99,810.7,7,0,0,24.6,0,25.4,33,-,1.1,11.1,183,1027.4,1026.2,1028.6,1015.7
2022-05-27 01:00:00,15.3,8.7,21.7,15.3,12.9,87,69,99,933,9,0,0,0,0,25.4,33,-,1.4,16.6,175,1024.6,1021.5,1027.1,1012.9
2022-05-28 01:00:00,16.5,8.5,23.8,16.5,13.2,83,61,99,821.6,7,0,0,0,0,0,33,-,2,16.6,146,1016.8,1013.1,1021.7,1005.1
2022-05-29 01:00:00,16.1,8.1,23.4,16.1,12.1,79,52,99,825.5,8,0,0,0,0,0,33,-,1.8,16.6,155,1009.6,1006.8,1013.2,997.9
2022-05-30 01:00:00,16.2,12.3,22.2,16.2,12.3,79,53,98,837.1,8,0,0,0,0,0,33,-,1,13,178,1009.5,1007.3,1012.6,997.8
2022-05-31 01:00:00,17.8,10.9,26.2,17.8,13.5,78,54,98,941.4,9,0,0,0,0,0,0,-,1.2,11.1,168,1012.5,1011.5,1014.5,1000.8
2022-06-01 01:00:00,18.5,10.7,32.5,18.7,14.5,80,26,99,998.6,9,3,0.5,0.5,0,0.5,0.5,-,2.5,31.4,150,1012.4,1008.2,1014.7,1000.7
2022-06-02 01:00:00,17.8,12.6,24.6,17.8,15.6,88,64,99,920.5,8,1.8,0.6,0.3,0,1.1,1.1,-,1.3,13,222,1012.9,1011.1,1014.7,1001.2
2022-06-03 01:00:00,18.8,15.2,24.6,18.8,15.7,83,65,95,967,9,0,0,0,0,1.1,1.1,-,2.1,14.8,309,1013.2,1011.5,1015.5,1001.5
2022-06-04 01:00:00,16.2,13.2,18.8,16.2,14.9,92,80,99,779,7,6,3.5,3.5,0,0,4.6,-,0.8,9.3,259,1015.7,1013.6,1019,1004
2022-06-05 01:00:00,17.3,14.7,22.4,17.3,15.1,88,59,99,1020.3,9,1.8,0.3,3.8,0,0.3,4.9,-,0.8,11.1,327,1020.2,1017.9,1021.8,1008.5
2022-06-06 01:00:00,18.6,12.6,25.6,18.6,14.5,79,50,98,1094.9,10,3,1,1.2,0,1.5,6.1,-,1.5,16.6,338,1018.9,1017.5,1021.4,1007.2
2022-06-07 01:00:00,18.5,13.9,24.3,18.5,15.2,82,60,99,1092.7,10,0,1,1.2,0,1.5,6.1,-,1,13,197,1018.6,1014.2,1021.4,1006.9
2022-06-08 01:00:00,16.7,13.9,18.7,16.7,16,96,91,99,183,1,7.8,10.2,11.5,0.5,13,17.6,-,1.3,11.1,295,1017.4,1014.3,1021.7,1005.7
2022-06-09 01:00:00,17.9,12.6,23.3,17.9,15.8,88,69,99,1007.3,9,1.8,1.8,12,0,13.5,18.1,-,1.8,14.8,299,1022.2,1020.6,1023.1,1010.5
2022-06-10 01:00:00,18.8,11.3,27.4,18.8,15.9,85,63,99,1115.7,10,0,0,0,0,13.5,18.1,-,1.6,13,303,1021.3,1019.7,1022.8,1009.6
2022-06-11 01:00:00,17.3,15.5,20.3,17.3,16.5,95,79,99,206.9,2,13.8,6.6,6.6,0,0,24.7,-,0.6,9.3,288,1022.1,1019.1,1024.4,1010.4
2022-06-12 01:00:00,18.1,16.2,23.8,18.1,16.9,93,75,99,914.5,8,3.6,2,8.6,0,2,26.7,-,1.6,14.8,296,1021.5,1018.4,1024.2,1009.8
2022-06-13 01:00:00,19.3,15.5,23,19.3,17.5,90,77,99,921.8,8,1.8,0.3,8.9,0,2.3,27,-,0.8,9.3,268,1019,1014.8,1022.5,1007.3
2022-06-14 01:00:00,20.1,14.8,27.4,20.1,18.4,91,76,99,757.9,7,0,0,0,0,2.3,27,-,1.3,13,202,1013,1010.7,1015.1,1001.3
2022-06-15 01:00:00,22.5,15.1,31.4,23.6,19.8,86,62,99,1060.7,10,0,0,0,0,2.3,27,-,1.1,11.1,246,1015.8,1014.3,1017.8,1004.1
2022-06-16 01:00:00,25.6,18.8,36.3,28.6,21.1,78,49,99,793.8,7,0,0,0,0,2.3,27,-,2.1,31.4,260,1017.2,1014.1,1023.6,1005.5
2022-06-17 01:00:00,28.4,18.2,39,31.2,20.9,67,39,93,836.8,8,0,0,0,0,2.3,27,-,1.5,16.6,152,1016.1,1013.5,1021.7,1004.4
2022-06-18 01:00:00,22.9,15.5,35.6,23.5,17.9,74,43,98,822.8,7,4.8,1.5,2,0.2,0.7,29.2,-,3.4,25.6,358,1011,1008.3,1016.5,999.3
2022-06-19 01:00:00,18.5,12.8,26.2,18.5,15.1,82,52,99,972.6,9,0,0.7,2,0,0.7,29.2,-,2.4,29.5,286,1008.4,1005.7,1012.1,996.7
2022-06-20 01:00:00,15.1,14,16.6,15.1,14.4,96,86,99,374.7,3,26.4,8.9,8.9,0,9.6,38.1,-,0.9,9.3,285,1011.9,1010.9,1013.9,1000.2
2022-06-21 01:00:00,16.7,14.7,22.2,16.7,15.9,95,75,99,979,9,6,9.4,19.6,0.3,20.3,48.8,-,1.1,16.6,299,1011.2,1009.2,1013.6,999.5
2022-06-22 01:00:00,17.1,14.5,21.1,17.1,15.8,93,73,99,1075.3,10,36.6,17.6,35.9,0,36.6,65.1,-,1,14.8,189,1010.9,1008.8,1012.2,999.2
2022-06-23 01:00:00,16.6,12.7,19.7,16.6,15.3,93,75,99,1093.2,10,30.6,16,52.1,0,52.8,81.3,-,1.9,16.6,296,1012,1009.3,1015.1,1000.3
2022-06-24 01:00:00,18.1,12.9,24.5,18.1,15.3,85,60,99,1006.3,9,0,0.2,52.1,0,52.8,81.3,-,1.2,14.8,144,1013,1011.3,1014.9,1001.3
2022-06-25 01:00:00,14.5,12,17.3,14.5,13.2,92,66,99,377.4,3,7.8,10.9,11.4,0,0.5,92.7,-,1.2,14.8,334,1013.8,1011.6,1016.5,1002.1
2022-06-26 01:00:00,13.5,11.7,16.7,13.5,12.4,93,77,99,437.7,4,3,3.1,14,0,3.1,95.3,-,0.9,13,21,1015.7,1013.8,1019.1,1004
2022-06-27 01:00:00,13.9,8.6,19.2,13.9,11.9,88,68,99,741.4,7,1.2,0.2,14.2,0,3.3,95.5,-,1.1,13,134,1021.5,1018.3,1024,1009.8
2022-06-28 01:00:00,15.9,8,24.1,15.9,12.7,83,59,99,884.5,8,0,0,0,0,3.3,95.5,-,1.4,14.8,59,1019.2,1017.3,1022.7,1007.5
2022-06-29 01:00:00,13.2,9.1,19.5,13.2,12.4,96,73,99,779.5,7,12,17.8,17.8,0,21.1,113.3,-,1.4,13,108,1017.1,1016.3,1018.2,1005.3
2022-06-30 01:00:00,14.4,9.6,18.7,14.4,12,86,63,99,1074.5,10,1.8,0.3,18.1,0,21.4,0,-,1.8,16.6,284,1018,1015.6,1020.7,1006.3
2022-07-01 01:00:00,15.7,7.5,22.9,15.7,12.3,82,57,99,827.2,8,0,0,0,0,21.4,0,-,1.2,14.8,212,1019,1017.9,1020.3,1007.3
2022-07-02 01:00:00,17,10.3,23.2,17,14.8,88,67,99,862.8,8,0,0,0,0,0,0,-,1.3,16.6,296,1018.9,1016.8,1021.9,1007.2
2022-07-03 01:00:00,16.7,15.2,18.6,16.7,16.1,97,86,99,369.1,3,4.8,6.8,7.1,0,7.1,7.1,-,0.5,9.3,171,1021,1019.6,1022.8,1009.4
2022-07-04 01:00:00,16.9,11.9,21.4,16.9,15,89,68,99,362.6,3,1.2,0.5,7.3,0,7.3,7.3,-,0.7,7.2,315,1021.8,1020.9,1023.4,1010.1
2022-07-05 01:00:00,18.2,13.4,23,18.2,16.2,89,65,99,632.8,6,0,0,0,0,7.3,7.3,-,1.2,13,302,1023.2,1022.1,1026,1011.5
2022-07-06 01:00:00,18.9,14.9,25,18.9,16.8,88,70,99,885,8,0,0,0,0,7.3,7.3,-,1.8,16.6,300,1025.4,1023.9,1028.1,1013.7
2022-07-07 01:00:00,18.2,11.1,24.6,18.2,15.8,87,67,99,910.9,8,0,0,0,0,7.3,7.3,-,2,14.8,23,1028.2,1027.1,1029.1,1016.5
2022-07-08 01:00:00,19.8,12.9,26.7,19.8,17,85,63,99,862.8,8,0,0,0,0,7.3,7.3,-,1.5,13,123,1026.7,1025.1,1028.8,1015
2022-07-09 01:00:00,20.5,12.4,28.5,20.8,16.5,80,53,99,822,7,0,0,0,0,0,7.3,-,1.2,18.3,133,1023,1021,1025.6,1011.3
2022-07-10 01:00:00,21.4,12.6,30.2,22.1,16.9,78,51,99,837.1,8,0,0,0,0,0,7.3,-,1.3,14.8,140,1019.3,1015.9,1021.7,1005.7
2022-07-11 01:00:00,22.7,13.8,32.1,23.5,17.8,77,45,99,813.3,7,0,0,0,0,0,7.3,-,1,11.1,54,1020.1,1018.9,1023,1003.3
2022-07-12 01:00:00,23.9,14.8,33.8,25.1,18.7,76,41,99,814.3,7,0,0,0,0,0,7.3,-,1.2,13,146,1023.5,1022.3,1025.5,1006.7
2022-07-13 01:00:00,24.6,14.7,35.7,24.9,16.7,68,31,97,779,7,0,0,0,0,0,7.3,-,1.3,14.8,158,1023.7,1022.3,1025.2,1006.9
2022-07-14 01:00:00,23.7,14.5,35.1,24.4,17.6,74,34,99,755.7,7,0,0,0,0,0,7.3,-,1,11.1,219,1024.2,1023.1,1025.5,1007.4
2022-07-15 01:00:00,23.1,15.9,33.3,23.7,18,77,32,99,735.7,7,0,0,0,0,0,7.3,-,1.3,18.3,256,1022.4,1019.4,1026.8,1005.6
2022-07-16 01:00:00,24.6,15.3,36.2,26.1,19,75,37,97,717,6,0,0,0,0,0,7.3,-,1.2,14.8,231,1019.6,1018.1,1022.3,1002.8
2022-07-17 01:00:00,28.3,17.7,39.4,30.3,19.6,63,27,95,759.6,7,0,0,0,0,0,7.3,-,1.5,14.8,153,1019.1,1017.2,1021.3,1002.3
2022-07-18 01:00:00,22.4,16.4,31.6,23.2,18.9,82,52,98,731,7,13.2,2.5,2.2,0,2.5,9.8,-,2.5,16.6,159,1018.4,1016.8,1021.2,1001.6
2022-07-19 01:00:00,20.5,14.1,26.8,20.5,17.1,82,58,99,792.5,7,1.8,0.3,2.5,0,2.8,10.1,-,1.4,13,194,1021.7,1018.5,1025.5,1004.9
2022-07-20 01:00:00,20.1,16.5,24.4,20.1,17.5,86,64,99,959.5,9,3,2.5,2.3,0,5.3,12.6,-,1.3,13,278,1027.4,1024.9,1028.6,1010.6
2022-07-21 01:00:00,20.9,14.7,26.8,20.9,18.1,85,65,99,705.8,6,3,2.3,2.3,1.2,7.6,14.9,-,1.5,20.1,219,1024.7,1022.4,1027.6,1007.9
2022-07-22 01:00:00,17.8,16.1,19,17.8,17.3,97,88,99,238.1,2,4.8,7.4,7.4,0,12.7,20,-,0.4,7.2,254,1026.3,1023.7,1028.9,1009.5
2022-07-23 01:00:00,19.1,12.7,25.7,19.1,15.8,83,60,99,777.8,7,0,0,7.4,0,0,20,-,1.3,18.3,267,1025.6,1023.7,1028,1008.9
2022-07-24 01:00:00,20.7,13.4,27.7,20.9,17.5,83,61,99,747.8,7,0,0,0,0,0,20,-,3.2,18.3,252,1021.6,1019.6,1024.9,1004.8
2022-07-25 01:00:00,20,17.7,22.7,20,17.2,84,71,99,669.3,6,1.8,0.3,0.3,0,0.3,20.3,-,2.5,14.8,321,1026.4,1024.1,1028.2,1009.6
2022-07-26 01:00:00,18.2,16.1,21.2,18.2,16.2,89,70,99,287.6,2,16.2,4.8,4.8,0,5.1,25.1,-,0.3,7.2,239,1026.2,1025,1027.6,1009.4
2022-07-27 01:00:00,17.7,12.8,22.4,17.7,14.8,84,58,99,962.5,9,0,0,4.8,0,5.1,25.1,-,0.7,11.1,270,1022.5,1020.7,1025.7,1005.7
2022-07-28 01:00:00,18.7,11.1,26.8,18.7,14.7,80,51,99,769.1,7,0,0,0,0,5.1,25.1,-,1.4,16.6,252,1020.5,1019.5,1022.6,1003.7
2022-07-29 01:00:00,19,12.9,24.7,19,16.3,85,63,99,854.5,8,0,0,0,0,5.1,25.1,-,1,13,186,1024.1,1021.2,1027.2,1007.3
2022-07-30 01:00:00,19.5,13.8,26.4,19.5,16.8,86,57,99,1113.1,10,0,0,0,0,0,25.1,-,1,14.8,341,1026.8,1025.7,1028,1010
2022-07-31 01:00:00,20.9,14.3,28,21.1,18.1,85,63,99,1058.5,10,0,0,0,0,0,0,-,1.2,16.6,305,1026,1024.3,1027.5,1009.2
2022-08-01 01:00:00,21.7,16,27.6,21.9,18.6,84,66,99,854.1,8,0,0,0,0,0,0,-,1.7,16.6,199,1024.2,1023,1025.7,1007.4
2022-08-02 01:00:00,22.1,14.1,30,23,19,84,61,99,1066.7,10,0,0,0,0,0,0,-,1.5,14.8,238,1020.7,1018.5,1024.1,1003.9
2022-08-03 01:00:00,22,19.5,27.5,22.1,20.4,91,72,98,840.2,8,1.2,0.2,0.2,0,0.2,0.2,-,1.6,14.8,259,1019.7,1018.4,1021.2,1002.9
2022-08-04 01:00:00,20.1,18.7,22.4,20.1,19.3,95,83,99,237.7,2,3.6,6.1,6.6,0.5,6.8,6.8,-,0.6,7.2,271,1021.4,1019.8,1024,1004.6
2022-08-05 01:00:00,18.9,15.4,22.4,18.9,18,95,74,99,808.5,7,1.8,2.3,8.2,0,8.4,8.4,-,0.6,13,290,1025.3,1023.4,1027.4,1008.5
2022-08-06 01:00:00,21.1,15.3,27.6,21.1,17.9,84,57,99,727.4,7,0,0,8.2,0,0,8.4,-,1.3,14.8,259,1024.4,1022.4,1027,1007.6
2022-08-07 01:00:00,21.2,14.4,28.9,21.5,16.9,79,49,99,770,7,0,0,0,0,0,8.4,-,1.4,18.3,148,1022.2,1020.6,1024,1005.4
2022-08-08 01:00:00,21.1,13.5,31,21.3,16.2,78,40,99,751.8,7,3,0.5,0.5,0,0.5,8.9,-,1.4,14.8,175,1022.7,1020.9,1025.2,1005.9
2022-08-09 01:00:00,22.9,15.5,32.6,23.3,17.3,74,39,99,749.5,7,0,0,0,0,0.5,8.9,-,1.7,13,174,1022.4,1020.3,1024.8,1005.6
2022-08-10 01:00:00,24.6,16.3,34.4,25.9,19.9,78,45,97,806,7,0,0,0,0,0.5,8.9,-,1.3,13,200,1019,1017.5,1020.9,1002.2
2022-08-11 01:00:00,24.4,18.7,34.8,25.7,20.6,81,40,98,951.8,9,0,0,0,0,0.5,8.9,-,1.5,14.8,197,1017.6,1016.3,1019.9,1000.8
2022-08-12 01:00:00,20.4,15.7,27.2,20.4,18.2,88,68,99,711,6,0,0,0,0,0.5,8.9,-,2.1,16.6,290,1019.1,1017.8,1020.2,1002.3
2022-08-13 01:00:00,18.9,14.4,25,18.9,17.6,93,72,99,756,7,58.2,12.7,12.9,0.2,0.2,21.8,-,1.5,13,292,1017.4,1015.3,1019.7,1000.6
2022-08-14 01:00:00,19.3,15.4,24.4,19.3,16.3,84,63,99,878.9,8,0,0.2,12.9,0,0.2,21.8,-,1.2,13,313,1017.1,1015.9,1018.3,1000.3
2022-08-15 01:00:00,20.5,17,25.7,20.5,16.8,80,59,97,806.4,7,0,0,0,0,0.2,21.8,-,1.9,14.8,311,1015.3,1013.3,1017.1,998.5
2022-08-16 01:00:00,18.5,14.5,25.1,18.5,15.7,85,57,99,984.7,9,15.6,3.8,3.8,0,4,25.6,-,1.5,16.6,156,1013.9,1010.5,1016.4,997.1
2022-08-17 01:00:00,16.8,14.7,20.2,16.8,15.7,94,83,99,901,8,56.4,54.4,59,0.3,59.2,80.8,-,2.9,21.9,319,1019.5,1015.5,1023.9,1002.7
2022-08-18 01:00:00,16.5,13.6,19,16.5,14.6,89,72,99,225.5,2,18.6,6.8,65,0,65.2,86.8,-,2.6,18.3,308,1025.8,1023.2,1027.9,1009
2022-08-19 01:00:00,18.7,11.1,27.1,18.7,15.3,83,56,99,741.7,7,1.8,0.3,65,0,65.5,87.1,-,1.2,14.8,203,1026.3,1024.4,1027.9,1009.5
2022-08-20 01:00:00,20.4,12.4,28.8,20.8,17.7,86,62,99,733,7,0,0,0,0,0,87.1,-,1,11.1,272,1023.9,1022.1,1025.9,1007.1
2022-08-21 01:00:00,21.6,17.9,26.4,21.6,18.5,84,59,99,796.9,7,0,0,0,0,0,87.1,-,2.4,16.6,312,1024.1,1023.2,1025,1007.3
2022-08-22 01:00:00,20.1,18.6,22.6,20.1,19.1,94,86,99,392.9,3,4.8,3.1,2.5,0,3.3,90.4,-,1.9,13,317,1023.6,1022.3,1024.7,1006.8
2022-08-23 01:00:00,22,16.9,27.4,22.1,20,89,72,99,719.6,7,0,0.2,2.5,0,3.3,90.4,-,1,13,76,1020.2,1018.8,1022.6,1003.4
2022-08-24 01:00:00,21.8,17,28.5,22.2,20.2,91,71,99,759.6,7,18.6,8.9,14.5,0,17.8,104.9,-,1.6,21.9,309,1018.1,1015.8,1023.8,1001.3
2022-08-25 01:00:00,19.8,18,23.3,19.8,19.3,97,84,99,300.9,2,10.2,14.5,25.2,0,28.5,115.6,-,1,13,304,1023.7,1020.1,1026.3,1006.9
2022-08-26 01:00:00,19.6,17,24.6,19.6,18.3,93,71,99,889.8,8,3,3,26.4,0,29.7,116.8,-,0.7,14.8,242,1023.3,1020.8,1025.9,1006.5
2022-08-27 01:00:00,19.9,15.9,26.5,19.9,17.6,88,65,99,777,7,0,0,26.4,0,0,116.8,-,1.3,14.8,192,1018.1,1015.7,1021.5,1001.3
2022-08-28 01:00:00,22,14.9,32,23.1,19.5,87,58,99,825,8,19.8,3.8,3.8,0,3.8,120.6,-,1,11.1,116,1015.4,1013.5,1017.3,998.6
2022-08-29 01:00:00,22,16.9,29.5,22.4,18.9,84,46,99,726.5,7,0,0,3.8,0,3.8,120.6,-,1.5,31.4,145,1017.1,1013.8,1021.4,1000.3
2022-08-30 01:00:00,19.2,15.7,24,19.2,18.3,95,78,99,330.9,3,1.8,0.3,0.3,0,4.1,120.9,-,0.7,9.3,264,1022.6,1020.5,1024.1,1005.8
2022-08-31 01:00:00,19.5,18.1,22.8,19.5,18.7,96,78,99,355.3,3,6.6,5.8,5.6,0,9.9,0,-,0.5,9.3,284,1023.4,1021.5,1024.3,1006.6
2022-09-01 01:00:00,20.4,17.5,25.5,20.4,19,92,71,99,839.8,8,0,0,5.6,0,9.9,0,-,0.9,13,279,1020.4,1019,1023,1003.6
2022-09-02 01:00:00,19.7,17,23,19.7,17.4,87,70,99,856.4,8,1.8,0.3,0.3,0.3,10.2,0.3,-,2.3,16.6,286,1019.7,1018.9,1020.6,1002.9
2022-09-03 01:00:00,17.3,13.2,22.5,17.3,15.7,91,71,99,520.5,5,1.2,0.5,0.3,0,0,0.5,-,0.6,11.1,162,1018.6,1017.6,1020.3,1001.8
2022-09-04 01:00:00,19.6,11.1,31.7,19.7,14.5,79,22,99,686.2,6,1.8,0.3,0.3,0,0.3,0.8,-,1.8,23.8,122,1018.7,1016.5,1021.3,1001.9
2022-09-05 01:00:00,22.4,14.1,31.9,22.4,14.6,67,30,99,682.4,6,0,0,0,0,0.3,0.8,-,3.7,34.9,162,1020.2,1018.3,1022.5,1003.4
2022-09-06 01:00:00,20,13.5,27,20,16,80,53,99,927.9,9,0,0,0,0,0.3,0.8,-,2.7,31.4,186,1020.8,1019.2,1022.5,1004
2022-09-07 01:00:00,18.7,13.6,27.8,18.8,15.3,83,43,99,807.3,7,0,0,0,0,0.3,0.8,-,0.9,14.8,194,1019.4,1017.3,1021.2,1002.6
2022-09-08 01:00:00,18.9,13,26.1,18.9,15.8,84,54,99,821.6,7,7.8,3.3,4.6,0.5,4.9,5.4,-,1.2,18.3,279,1020.6,1019.4,1023.5,1003.8
2022-09-09 01:00:00,18.4,13.1,24.4,18.4,15.6,86,55,99,821.6,14,1.2,3.5,4.8,0,5.1,5.6,-,1.4,14.8,77,1024.5,1022.7,1025.8,1007.7
2022-09-10 01:00:00,19.2,12.3,28.6,19.4,14.9,80,41,99,868.8,8,0,0,0,0,0,5.6,-,1,11.1,156,1022.2,1020.4,1025,1005.4
2022-09-11 01:00:00,22.3,13,37.4,22.7,16.7,77,25,99,665,6,0,0,0,0,0,5.6,-,1.7,21.9,164,1016,1013.5,1020.8,999.2
2022-09-12 01:00:00,24.8,15.5,34.7,25,16.4,65,30,99,681.9,6,0,0,0,0,0,5.6,-,2.5,27.7,148,1011.3,1008,1014.1,994.5
2022-09-13 01:00:00,26.1,19.4,33.1,26.2,15.4,53,35,87,817.2,7,7.8,4.6,4.6,0,4.6,10.2,-,4.7,40.4,190,1008.3,1006.2,1010.5,991.5
2022-09-14 01:00:00,23.9,18.2,27.5,23.9,14.9,58,48,88,815.5,7,0,0,4.6,0,4.6,10.2,-,7.3,36.7,198,1011.9,1009,1015.9,995.1
2022-09-15 01:00:00,19.3,15.3,23.1,19.3,17.9,92,74,99,511.9,4,12,3.3,4.1,0.8,8.7,14.3,-,0.9,13,155,1019,1015.4,1021.9,1002.2
2022-09-16 01:00:00,18.2,15.1,23.3,18.2,16.3,89,64,99,810.7,7,9.6,2.5,5.8,0,10.4,16,-,1.4,13,334,1022.6,1021.1,1024.2,1005.8
2022-09-17 01:00:00,16.8,13.2,21.7,16.8,12.8,79,56,99,611.2,5,0,0,5.8,0,0,16,-,1.7,14.8,148,1023,1021.7,1024.3,1006.2
2022-09-18 01:00:00,15.7,8.6,24.1,15.7,11.8,80,46,99,581.2,5,0,0,0,0,0,16,-,1.1,14.8,198,1021.5,1020.2,1023.5,1004.7
2022-09-19 01:00:00,15.9,9.2,26,15.9,12.2,82,44,99,660.2,6,0,0,0,0,0,16,-,1.2,16.6,195,1023.3,1021.7,1026.1,1006.5
2022-09-20 01:00:00,14.4,7.5,24,14.4,11.3,84,59,99,657.2,6,1.8,0.3,0.3,0,0.3,16.3,-,1.2,11.1,152,1026,1024.6,1027.5,1009.2
2022-09-21 01:00:00,14.4,7.6,23.7,14.4,10.9,82,52,99,1639.8,15,0,0,0,0,0.3,16.3,-,1.2,13,164,1025.4,1023.7,1027.1,1008.6
2022-09-22 01:00:00,15.3,7.4,25.6,15.3,12.1,84,49,99,1279.3,12,1.2,0.2,0.2,0,0.5,16.5,-,1.1,11.1,168,1023.6,1022,1025.2,1006.8
2022-09-23 01:00:00,15.5,11,21.6,15.5,13.5,89,63,99,663.7,6,1.8,0.3,0.3,0.3,0.8,16.8,-,1.2,14.8,211,1022.2,1021.1,1023.5,1005.4
2022-09-24 01:00:00,13.5,8.6,17.1,13.5,12.8,96,83,99,387.3,3,16.2,35.3,35,0,0,51.8,-,1.5,16.6,323,1022.5,1020.5,1024,1005.7
2022-09-25 01:00:00,12.9,9.4,19.4,12.9,11.7,93,62,99,679.7,6,39.6,25.2,60.2,0,25.2,77,-,1.4,16.6,180,1022.5,1021.4,1023.5,1005.7
2022-09-26 01:00:00,14.7,12.4,18.5,14.7,12.7,88,70,99,766.4,7,12,13.7,73.9,0,38.9,90.7,-,2.8,27.7,314,1022,1020.7,1023.1,1005.2
2022-09-27 01:00:00,16.3,13.7,19.3,16.3,13.5,84,69,99,692.8,6,7.8,6.6,80.5,0,45.5,97.3,-,5.8,31.4,309,1022.4,1020.7,1023.9,1005.6
2022-09-28 01:00:00,16,13.8,19.1,16,14,88,71,97,677.1,6,10.8,7.9,88.9,0,53.9,105.7,-,5.6,33.2,318,1018,1014.5,1021.5,1001.2
2022-09-29 01:00:00,13.2,11.8,15,13.2,12.5,96,84,99,276.7,2,22.8,50.8,144.8,3.3,109.8,161.6,-,3,21.9,326,1013.7,1011.4,1018,996.9
2022-09-30 01:00:00,13.2,10.7,17.3,13.2,12.6,96,78,99,549.2,5,24,35.5,174.7,0,139.7,0,-,1.4,20.1,20,1022,1017.4,1025.5,1005.2
2022-10-01 01:00:00,16,9.7,23.2,16,14,89,64,99,596,5,1.8,0.3,175,0,0,0.3,-,1.4,13,115,1028.7,1024.6,1031.7,1011.9
2022-10-02 01:00:00,17,11.5,24.6,17,14.9,89,63,99,695.7,6,0,0,0,0,0,0.3,-,0.6,7.2,147,1030.5,1028.8,1032.1,1013.7
2022-10-03 01:00:00,16,9.9,25.7,16,14.3,91,67,99,560.9,5,0,0,0,0,0,0.3,-,0.7,9.3,175,1023.1,1019,1029.4,1009.9
2022-10-04 01:00:00,16.6,10.5,24.1,16.6,15.1,91,65,99,521.4,5,1.8,0.3,0.3,0,0.3,0.6,-,1,11.1,233,1019.5,1017.8,1020.9,1008.9
2022-10-05 01:00:00,16.4,13.9,21.4,16.4,15,92,63,99,450.2,4,0,0,0,0,0.3,0.6,-,1,13,229,1021.8,1017.4,1027.7,1011.2
2022-10-06 01:00:00,16.9,12.8,21.3,16.9,15.7,93,79,99,435.9,4,0,0,0,0,0.3,0.6,-,0.7,11.1,154,1025.9,1022.2,1027.9,1015.3
2022-10-07 01:00:00,16.4,11.3,20.4,16.4,15.2,93,80,99,520.9,5,7.8,3,4.8,1,5.1,5.4,-,1.1,16.6,307,1020.6,1019,1022.6,1010
2022-10-08 01:00:00,16,11.4,21.1,16,15,94,75,99,365.7,3,13.2,6.6,9.6,0,0,10.2,-,0.5,11.1,251,1019.7,1015.4,1022.4,1009.1
2022-10-09 01:00:00,17.5,10.3,29.3,17.5,14.2,84,37,99,524,5,1.8,0.3,9.9,0,0.3,10.5,-,1.1,13,177,1012.6,1010.9,1015.6,1002
2022-10-10 01:00:00,17.9,15.4,22.5,17.9,16.1,90,70,99,553.9,5,0,0,0,0,0.3,10.5,-,1.7,16.6,325,1015,1011.7,1019.4,1004.4
2022-10-11 01:00:00,16.8,13.5,21,16.8,16.1,96,80,99,605.1,5,3,1.5,1,0,1.8,12,-,0.5,7.2,221,1019.8,1017.9,1021.4,1009.2
2022-10-12 01:00:00,16,12,22.1,16,14.9,94,70,99,671,6,1.8,0.7,1.7,0,2.5,12.7,-,0.6,11.1,176,1021.5,1020.2,1022.9,1010.9
2022-10-13 01:00:00,16.3,10.3,23.4,16.3,14.2,89,65,99,610.7,5,0,0,0,0,2.5,12.7,-,1.3,13,137,1021.6,1020.2,1022.9,1011
2022-10-14 01:00:00,18,12.7,24.4,18,15.8,88,64,99,534.9,5,0,0,0,0,2.5,12.7,-,0.9,11.1,120,1019.4,1014.5,1022.7,1008.8
2022-10-15 01:00:00,16.4,11.1,22.5,16.4,15.2,94,77,99,315.8,3,0,0,0,0,0,12.7,-,0.3,9.3,151,1011.8,1009.4,1015,1001.2
2022-10-16 01:00:00,21.9,12.7,27.9,21.8,12.3,58,30,99,441.1,4,1.8,0.3,0.3,0,0.3,13,-,4.8,38.5,169,1010,1008.4,1014.1,999.4
2022-10-17 01:00:00,20.4,15,27,20.4,14.6,71,49,95,702.3,6,0,0,0,0,0.3,13,-,3.5,31.4,162,1016.5,1013.5,1019.3,1005.9
2022-10-18 01:00:00,19.9,13.4,31.2,19.9,14.4,75,29,98,535.7,5,0,0,0,0,0.3,13,-,1.5,14.8,146,1016.3,1014,1018.6,1005.7
2022-10-19 01:00:00,22.6,16.7,28.1,22.6,12.2,53,30,80,599.9,5,0,0,0,0,0.3,13,-,5.5,40.4,191,1010.5,1007.2,1014.2,999.9
2022-10-20 01:00:00,21,15,24.6,21,11.8,56,43,81,590.4,5,0,0,0,0,0.3,13,-,7.2,46,198,1005.7,1002.9,1009.7,995
