Time,Outdoor,,,,,,,,,Solar and UVI,,Rainfall,,,,,,,,Wind Speed(km/h),,,,Pressure,,,
,Temperature(℃),Temperature Low(℃),Temperature High(℃),Feels Like(℃),Dew Point(℃),Humidity(%),Humidity Low(%),Humidity High(%),VPD(kPa),Solar(W/m²),UVI,Rain Rate(mm/hr),Daily(mm),Event(mm),Hourly(mm),24 Hours(mm),Weekly(mm),Monthly(mm),Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),10-minute Average Wind Direction(º),Relative(hPa),Relative Low(hPa),Relative High(hPa),Absolute(hPa)
2025-01-01 01:00:00,5.9,0.3,14.5,5.9,3.2,85,42,99,,254.2,2,1.8,0.3,0.3,0,,1.2,0.3,762.1,2,23.8,159,,1019.9,1015.4,1022.3,1014.4
2025-01-02 01:00:00,10.2,6.4,14.5,10.2,4.8,70,49,93,,176.9,1,0,0,0,0,,1.2,0.3,762.1,1.5,25.6,134,,1020.4,1018,1022.4,1011.5
2025-01-03 01:00:00,10.6,8,14.2,10.6,9.8,95,66,99,,76.3,0,4.8,17,15.5,0,,18.2,17.3,779.1,0.8,13,84,,1019.1,1015.9,1022,1007.5
2025-01-04 01:00:00,15.1,10.7,19,15.1,8.9,70,43,99,,285.8,2,1.8,1.5,1,0,,0,0,0,9,51.5,192,,1018.8,1014.4,1021.3,1002.7
2025-01-05 01:00:00,16.9,15.5,18.6,16.9,8.6,58,51,63,,293.2,2,0,0,0,0,,0,0,0,16.5,66.3,215,,1017.4,1010.8,1022.4,990
2025-01-06 01:00:00,10,4.4,16.9,10,6.9,82,52,96,,245.9,2,19.8,25.7,25.7,0,,25.7,25.7,25.7,6.3,78.9,273,,1026.3,1019.9,1034.4,994.4
2025-01-07 01:00:00,11.1,3.2,17.3,11.1,5.6,71,54,96,,162.2,1,0,0,0,0,,25.7,25.7,25.7,10.2,53.3,192,,1020.6,1016,1022.3,1000.3
2025-01-08 01:00:00,16.6,15.9,17.6,16.6,8.7,60,53,65,,173,1,0,0,0,0,,25.7,25.7,25.7,16.7,69.8,210,,1019.1,1016.1,1021.5,996
2025-01-09 01:00:00,12.1,7.3,16.2,12.1,9.1,84,54,99,,176.9,1,4.8,2.8,1.5,0,,28.5,28.5,28.5,4.6,49.7,207,,1024.7,1020.3,1033.6,1004.8
2025-01-10 01:00:00,13.4,6.5,22.2,13.4,10.1,83,47,99,,404.2,3,6,3.6,3.6,3.6,,35.2,35.2,35.2,2.1,20.1,122,,1021.2,1019.2,1023.7,1008.4
2025-01-11 01:00:00,11.9,7.7,16.4,11.9,11.2,96,78,99,,108.9,1,12.6,21.6,21.6,0.3,,0.3,53.5,53.5,2.4,21.9,301,,1023.9,1019.6,1029.2,1016.1
2025-01-12 01:00:00,7.3,0.1,12.5,7.3,5.7,90,61,99,,285.8,2,7.2,2.5,2.5,0,,2.5,55.7,55.7,1.1,13,150,,1021.9,1020.1,1024,1023.1
2025-01-13 01:00:00,3.1,-1.1,10.6,3.1,0.9,87,64,99,,248.5,2,0,0,0,0,,2.5,55.7,55.7,1.4,11.1,142,,1020.3,1016.7,1023.2,1023
2025-01-14 01:00:00,2.7,-2.2,11.9,2.7,0.9,89,57,99,,257.1,2,1.8,0.3,0.3,0,,2.8,56,56,1.2,9.3,165,,1020.5,1016.3,1024.4,1021.3
2025-01-15 01:00:00,2.9,-2.1,12.8,2.9,1,89,52,99,,262.8,2,1.8,0.5,0.5,0,,3.3,56.5,56.5,1.3,7.2,178,,1020.2,1016.5,1022.7,1020
2025-01-16 01:00:00,5,0.1,12.1,5,4.2,95,78,99,,213,2,1.8,0.3,0.3,0,,3.6,56.8,56.8,0.9,5.5,165,,1019.9,1016.4,1023.3,1016.9
2025-01-17 01:00:00,4.9,-0.9,16.1,4.9,2,84,43,99,,283.7,2,1.8,0.3,0.3,0,,3.9,57.1,57.1,1.6,14.8,159,,1021.4,1019.9,1023,1017.5
2025-01-18 01:00:00,5.2,-0.6,14.9,5.2,2,82,46,96,,307.6,3,0,0,0,0,,0,57.1,57.1,2.1,16.6,166,,1019.7,1015.9,1021.6,1013.8
2025-01-19 01:00:00,7.7,-0.2,15.9,7.7,2.1,71,38,96,,309.6,3,1.8,0.8,0.8,0,,0.8,57.9,57.9,4.7,34.9,182,,1018.7,1011.5,1022.4,1005.2
2025-01-20 01:00:00,10,4.9,16,10,6.3,79,56,98,,335.7,3,6,2.3,2.3,0,,3.1,60.2,60.2,2.6,21.9,178,,1020.9,1018.6,1022.2,1000.9
2025-01-21 01:00:00,14.6,6,19.8,14.6,9,70,54,92,,334.8,3,0,0,0,0,,3.1,60.2,60.2,6.7,36.7,186,,1019,1014.3,1022.5,994.8
2025-01-22 01:00:00,15.5,9.6,18.2,15.5,10.3,72,59,99,,353.9,3,13.8,10.9,11.2,3.8,,17.8,74.9,74.9,8.1,56.8,230,,1021.1,1017.2,1030.4,992.8
2025-01-23 01:00:00,10.3,5.8,16.8,10.3,8.6,90,66,99,,327.5,3,3,5.3,5.3,0,,19.3,76.4,76.4,1.6,20.1,171,,1024.3,1020.4,1027.9,1003.6
2025-01-24 01:00:00,17.8,13.2,19.1,17.8,8.2,53,41,65,,114.5,14,0,0,0,0,,19.3,76.4,76.4,17.2,73.4,218,,1018.9,1015.1,1022.2,997.7
2025-01-25 01:00:00,11.6,4.2,16.5,11.6,7.8,79,55,99,,410.8,4,19.8,10.9,7.1,0,,0,87.3,87.3,7.2,53.3,224,,1023.4,1020,1027,1000
2025-01-26 01:00:00,15.5,5.3,20,15.5,7.5,59,45,96,,186.9,1,13.8,4.6,4.6,4.6,,4.6,91.9,91.9,19.7,86.4,211,,1013.7,1007.4,1022.6,992.1
2025-01-27 01:00:00,11.4,8.1,16.6,11.4,8.9,86,55,99,,400.8,3,16.8,13.5,13,0,,13.5,100.8,100.8,3,27.7,171,,1022.6,1018.6,1025.3,990.5
2025-01-28 01:00:00,10.3,5.7,13.3,9.9,3.7,65,49,89,,422.1,4,4.8,1.3,0.8,0,,14.8,102.1,102.1,8,40.4,255,,1023.2,1019.1,1029.3,1000.7
2025-01-29 01:00:00,11.6,7.1,14.4,11.5,5.3,66,47,97,,389.5,3,4.8,3.8,2.5,1.3,,19.9,107.2,107.2,11.5,62.3,205,,1015.3,1005,1023.9,996
2025-01-30 01:00:00,8,4.7,9.9,6.6,6,87,73,96,,154.4,1,15,26.6,24.1,0,,45.2,132.5,132.5,10,55,318,,1027.5,1020.5,1040.2,1010.1
2025-01-31 01:00:00,6.5,1.6,14.9,6.5,4.2,87,53,99,,395.6,3,1.8,0.5,0.3,0,,45.7,0,133,0.9,9.3,172,,1020.4,1018.7,1021.8,1018.5
2025-02-01 01:00:00,8.8,3.2,11.1,8.8,7.8,94,76,99,,151,1,6,6.7,6.4,0,,0,6.7,139.7,2.5,21.9,316,,1019.2,1016.9,1021.4,1012.9
2025-02-02 01:00:00,6.9,3.2,9.4,6.7,6.1,95,82,99,,101.4,1,10.8,23.4,18,0,,23.4,30.1,163.1,2.3,25.6,195,,1020,1016.3,1024.7,1009.7
2025-02-03 01:00:00,8.7,3.2,15.5,8.7,7.2,91,69,99,,401.6,3,0,0,0,0,,23.4,30.1,163.1,1,11.1,150,,1022,1019.9,1023.7,1014.3
2025-02-04 01:00:00,6.7,0.4,16.9,6.7,4.1,86,49,99,,373.5,3,0,0,0,0,,23.4,30.1,163.1,1.7,16.6,174,,1021.9,1019.1,1027.5,1016.7
2025-02-05 01:00:00,7.8,2,15.9,7.8,6.3,91,72,99,,374.7,3,0,0,0,0,,23.4,30.1,163.1,0.9,7.2,166,,1022.1,1020.1,1024,1023.6
2025-02-06 01:00:00,6.9,0.9,15.1,6.9,5.3,91,57,99,,369.6,3,1.8,0.3,0.3,0,,23.7,30.4,163.4,1.3,14.8,164,,1018,1012.2,1020.8,1017
2025-02-07 01:00:00,7.6,4.5,13.5,7.3,5.6,89,60,99,,485.8,4,15.6,21.6,18.8,0,,45.3,52,185,3.9,33.2,231,,1018.6,1007.8,1030.4,1003.9
2025-02-08 01:00:00,7.7,2.8,13.2,7.6,3.9,78,60,96,,508.8,4,0,0,0,0,,0,52,185,2.5,20.1,242,,1021.7,1019.5,1024.9,1010.1
2025-02-09 01:00:00,11.5,6.9,18.9,11.5,10.2,93,67,99,,404.2,3,6,6.6,6.6,0,,6.6,58.6,191.6,0.6,11.1,135,,1020.5,1018.4,1022.5,1010.1
2025-02-10 01:00:00,11.7,8,17.2,11.7,10.6,93,75,99,,244.2,2,1.8,0.6,0.3,0,,7.2,59.2,192.2,0.4,7.2,147,,1019.3,1015.7,1021.1,1006.6
2025-02-11 01:00:00,14.6,7.7,19.9,14.6,7.4,64,44,98,,426.3,4,0,0,0,0,,7.2,59.2,192.2,6.6,53.3,192,,1019.7,1016.1,1021.3,1001
2025-02-12 01:00:00,10.9,8.2,15.9,10.9,9.2,90,59,99,,536.6,5,33.6,44,42.7,0,,51.2,103.2,236.2,2.7,23.8,290,,1024.1,1020.6,1027.9,1005.9
2025-02-13 01:00:00,10.3,5.5,15,10.3,9.5,95,78,99,,168.2,1,1.8,0.8,0.3,0,,52,104,237,0.2,5.5,126,,1020.4,1018.4,1021.9,1007.7
2025-02-14 01:00:00,12.3,5.8,20.8,12.3,9.8,86,59,99,,448.5,4,0,0,0,0,,52,104,237,1.4,16.6,148,,1019.7,1016.7,1021.1,1004.5
2025-02-15 01:00:00,14.2,5.1,22.3,14.2,5.6,63,30,99,,471.5,4,0,0,0,0,,0,104,237,4.7,33.2,187,,1019.1,1014.2,1022.5,998
2025-02-16 01:00:00,12.3,6.2,20.1,12.3,9,81,44,98,,553.1,5,0,0,0,0,,0,104,237,1.9,16.6,341,,1023.3,1020.5,1026.2,1001.3
2025-02-17 01:00:00,11.7,5.4,17.8,11.7,10.3,92,71,99,,465,14,6,4.3,4.3,0,,4.3,108.3,241.3,1,11.1,168,,1020.1,1017.4,1021.2,1003.4
2025-02-18 01:00:00,14.4,5.5,22.5,14.4,8.2,69,39,99,,547.5,5,0,0,0,0,,4.3,108.3,241.3,3.7,27.7,162,,1019.4,1015.4,1024.4,997.3
2025-02-19 01:00:00,13.5,6.9,21.2,13.5,9.1,77,52,98,,472.3,4,0,0,0,0,,4.3,108.3,241.3,1.6,18.3,150,,1024.7,1020.6,1028.8,1005.7
2025-02-20 01:00:00,15.5,6.8,22.1,15.5,10.7,75,50,99,,516.1,5,0,0,0,0,,4.3,108.3,241.3,3.8,53.3,146,,1020.8,1017.8,1022.6,1009
2025-02-21 01:00:00,18,9.4,22.4,18,10.1,62,42,98,,502.7,4,13.2,9.1,9.4,0.8,,14.2,118.2,251.2,11.9,69.8,225,,1018.9,1014.1,1024.6,1001.8
2025-02-22 01:00:00,10.8,5.6,17.6,10.8,8.3,86,57,99,,655.5,6,3,1.8,1.8,0,,0,119.2,252.2,1.3,13,75,,1024.3,1020.4,1027.6,1009.8
2025-02-23 01:00:00,10.4,3.2,20.2,10.4,7.3,83,53,99,,557,5,0,0,0,0,,0,119.2,252.2,1.6,11.1,143,,1020.8,1018.1,1022.1,1014.9
2025-02-24 01:00:00,16.4,7.6,22.1,16.4,7.4,58,33,91,,592.5,5,0,0,0,0,,0,119.2,252.2,9.3,53.3,207,,1018.3,1013.6,1023.3,1009.9
2025-02-25 01:00:00,9.7,6.2,15.3,9.6,7.9,89,72,98,,409,4,18.6,23.2,16.8,2.3,,25.5,144.7,277.7,4.7,27.7,312,,1025.5,1020.3,1032.2,1013.7
2025-02-26 01:00:00,8.7,3.4,15.5,8.7,5.4,82,42,99,,547.8,5,1.8,2.5,2.5,0,,25.7,144.9,277.9,1.7,14.8,96,,1019.1,1015.4,1020.9,1013.7
2025-02-27 01:00:00,8.7,4.5,16.6,8.7,6.4,87,62,99,,503.2,4,0,0,0,0,,25.7,144.9,277.9,0.8,9.3,152,,1019.8,1016.3,1024.4,1007.8
2025-02-28 01:00:00,7.3,3.2,12.1,7.3,5.6,90,75,99,,242.5,2,0,0,0,0,,25.7,144.9,277.9,0.8,13,157,,1020.6,1019.3,1021.9,1009.1
2025-03-01 01:00:00,7.1,2.1,12.1,7.1,4.4,84,57,99,,630.3,6,4.8,0.8,0.8,0,,0,145.7,278.7,1,18.3,151,,1021.8,1019.8,1023.9,1011.7
2025-03-02 01:00:00,8,2.7,13.7,7.9,4.5,80,51,99,,586,5,3,0.8,0.8,0,,0.8,146.5,279.5,2.4,18.3,147,,1019.7,1016,1021.9,1011.3
2025-03-03 01:00:00,13,7.5,17.8,13,7.8,71,57,87,,683.2,6,0,0,0,0,,0.8,146.5,279.5,5.1,21.9,124,,1019.8,1016.2,1022.4,1007.7
2025-03-04 01:00:00,12,8,17.4,12,9.7,86,72,98,,508.4,4,0,0,0,0,,0.8,146.5,279.5,1.3,14.8,82,,1020.4,1018.8,1021.8,1006.3
2025-03-05 01:00:00,14.2,6.2,23,14.2,8.7,73,45,99,,513.6,5,0,0,0,0,,0.8,146.5,279.5,3.1,27.7,155,,1020.2,1017.2,1021.3,1004.1
2025-03-06 01:00:00,15.4,9.4,21,15.4,8.9,66,53,87,,641.2,6,0,0,0,0,,0.8,146.5,279.5,5.8,31.4,135,,1019.4,1015.8,1022.7,999.3
2025-03-07 01:00:00,15.3,8.9,21.8,15.3,9.5,69,47,91,,597.2,5,1.8,0.3,0.3,0,,1.1,146.8,279.8,5.7,34.9,131,,1018.6,1013.7,1021.1,993.8
2025-03-08 01:00:00,15.5,11.4,19.7,15.5,8.4,63,50,82,,504.5,4,0,0,0,0,,0,146.8,279.8,6.5,40.4,141,,1019.2,1012,1023.2,983
2025-03-09 01:00:00,12.6,5.9,18.3,12.6,4.5,59,41,89,,560.4,5,0,0,0,0,,0,146.8,279.8,8,42.2,200,,1022,1020.4,1024,983.4
2025-03-10 01:00:00,13.3,6.1,20.2,13.3,5.6,62,37,84,,540.5,5,0,0,0,0,,0,146.8,279.8,3.8,40.4,161,,1021,1019.9,1022.5,985.5
2025-03-11 01:00:00,10.2,8,12.6,10.2,9,93,73,99,,261.6,2,1.8,0.3,0.3,0,,0.3,147.1,280.1,1.9,27.7,220,,1022.6,1020.5,1025.6,988.7
2025-03-12 01:00:00,9.6,7.1,12.9,9.6,8.1,91,71,99,,391.7,3,24.6,25.2,18.8,0,,25.5,172.3,305.3,2.8,20.1,316,,1020.3,1018.4,1021.2,991.4
2025-03-13 01:00:00,6.4,3.2,9.5,6.3,5.3,93,76,99,,409,3,16.8,17.5,11.4,2.5,,45.5,192.3,325.3,1.9,13,336,,1020.8,1018.7,1024.3,989.5
2025-03-14 01:00:00,4.8,-0.2,10.6,4.7,3.3,91,68,99,,655.8,6,7.8,7.9,5.6,0.3,,51.2,198,331,1.8,16.6,141,,1022.2,1020.2,1025.8,994.5
2025-03-15 01:00:00,5.1,2.1,8.5,5,3.9,92,72,99,,408.6,3,7.8,7.6,4,0,,0,205.3,338.3,1.8,13,198,,1022.9,1020.3,1026.1,1003.2
2025-03-16 01:00:00,4.9,1.5,9.6,4.7,3.2,90,65,99,,582.6,5,4.8,1.5,1.2,0,,1.5,206.8,339.8,1.8,18.3,155,,1021,1019.4,1022.9,1005.9
2025-03-17 01:00:00,7.4,-0.6,16.7,7.4,3.7,80,42,99,,567.4,5,0,0,0,0,,1.5,206.8,339.8,2.3,21.9,132,,1018.8,1012.5,1021.3,1001.9
2025-03-18 01:00:00,11.3,3.6,19.9,11.3,7,76,50,97,,755.2,7,0,0,0,0,,1.5,206.8,339.8,3.5,27.7,139,,1021.2,1018.8,1024.5,999
2025-03-19 01:00:00,16.8,7,22.9,16.8,8.9,61,40,92,,596.9,5,0,0,0,0,,1.5,206.8,339.8,6.6,34.9,147,,1020.8,1018.9,1022.3,1000.4
2025-03-20 01:00:00,18.3,15.8,20.7,18.3,9.4,56,44,67,,660.2,14,0,0,0,0,,1.5,206.8,339.8,12.3,58.7,153,,1018.4,1015.2,1023,996.2
2025-03-21 01:00:00,16,11.4,18.2,16,7.8,59,45,85,,724.4,7,7.8,4.3,4.3,0,,5.8,211.1,344.1,12.1,78.9,207,,1018.9,1014.7,1023.4,988.4
2025-03-22 01:00:00,10.5,8,13.5,10.1,6.5,77,58,95,,513.6,5,6,9.7,6.1,0,,0,220.8,353.8,7.8,43.9,259,,1022.8,1020.3,1025.6,991.3
2025-03-23 01:00:00,10.3,7.7,14.1,10.1,5.7,74,64,93,,598.6,5,4.8,2.5,2.8,1,,3.5,224.3,357.3,5.7,31.4,295,,1021.6,1020.2,1024.2,996.8
2025-03-24 01:00:00,10.3,9.2,11.2,10.2,9.7,96,90,99,,128.8,1,25.8,64.5,40.4,0,,67,287.8,420.8,5.5,25.6,318,,1023.3,1020.3,1027.2,1004.9
2025-03-25 01:00:00,10.9,9.3,13,10.9,10,94,83,99,,357.8,3,9,8.7,7.4,1,,76.7,297.5,430.5,1.8,13,295,,1021.9,1020.3,1024.3,1013.2
2025-03-26 01:00:00,9.7,3.9,13.7,9.7,8.3,92,72,99,,602,5,1.8,2,2,0,,77.7,298.5,431.5,0.8,9.3,150,,1019.8,1017.6,1021.1,1012.2
2025-03-27 01:00:00,8.6,3.8,12.6,8.6,7.4,93,78,99,,380.3,3,0,0,0,0,,77.7,298.5,431.5,0.6,9.3,189,,1019.9,1017.8,1022.4,1009
2025-03-28 01:00:00,10.2,4.3,15.1,10.2,8.4,89,68,99,,641.5,6,16.8,7.4,7.1,0.8,,85.9,306.7,439.7,3.3,20.1,271,,1021.1,1018.7,1023.7,1010
2025-03-29 01:00:00,9.7,4.5,13.9,9.7,7.7,88,67,99,,652.4,6,4.2,1.8,1.8,0,,0,307.7,440.7,1.5,14.8,313,,1021.8,1019.9,1024.4,1014.8
2025-03-30 01:00:00,9.4,3.5,16.7,9.4,6.4,83,55,99,,665.9,6,0,0,0,0,,0,307.7,440.7,1.2,11.1,181,,1020.2,1019.4,1021.2,1014.8
2025-03-31 02:00:00,11.3,2.2,19.7,11.3,8.2,83,58,99,,624.6,6,0,0,0,0,,0,0,440.7,2.3,18.3,149,,1017.6,1013.2,1020.9,1006.9
2025-04-01 02:00:00,13.5,4.7,24,13.5,10.1,82,54,99,,626.9,6,0,0,0,0,,0,0,440.7,2.8,20.1,240,,1018.5,1013.8,1022,996
2025-04-02 02:00:00,12,7.5,17.8,12,10.1,89,70,99,,685.3,6,9,3.6,3.6,0,,3.6,3.6,444.3,1.6,14.8,154,,1019.2,1016.2,1022.3,991.6
2025-04-03 02:00:00,15.9,10,19.6,15.9,9.6,67,55,99,,876.7,8,0,0,0,0,,3.6,3.6,444.3,5.9,33.2,159,,1022.5,1019.4,1027.2,996.3
2025-04-04 02:00:00,17.9,10.2,23.6,17.9,10.6,63,46,89,,769.5,7,0,0,0,0,,3.6,3.6,444.3,7.1,36.7,147,,1019.2,1015.3,1022.8,993.2
2025-04-05 02:00:00,16.7,12.7,20.2,16.7,11.1,70,56,94,,468.9,4,0,0,0,0,,0,3.6,444.3,4.3,48,208,,1023.2,1020.2,1028.2,999.2
2025-04-06 02:00:00,14.9,10.7,21.7,14.9,12.3,85,58,98,,792.5,7,0,0,0,0,,0,3.6,444.3,1.3,13,164,,1021.4,1020.3,1023.7,1004.4
2025-04-07 02:00:00,14.1,7.6,22.6,14.1,11.4,85,63,99,,674.9,6,0,0,0,0,,0,3.6,444.3,1.8,14.8,170,,1021,1020.1,1022.2,1007.1
2025-04-08 02:00:00,12.8,4.9,22,12.8,10.8,89,62,99,,688,6,0,0,0,0,,0,3.6,444.3,1.7,13,256,,1020.6,1019.3,1021.5,1007.7
2025-04-09 02:00:00,13,6.7,21,13,11.1,89,64,99,,678.8,6,0,0,0,0,,0,3.6,444.3,1.8,14.8,192,,1020.3,1018.5,1023.3,1006.2
2025-04-10 02:00:00,13.7,5,23,13.7,10.1,81,48,99,,710.5,6,0,0,0,0,,0,3.6,444.3,2,20.1,148,,1019.9,1017.3,1021.1,1005
2025-04-11 02:00:00,18.2,9.8,27.7,18.2,11.6,69,33,99,,701.5,6,0,0,0,0,,0,3.6,444.3,2.4,23.8,162,,1018.5,1014.3,1021,998.2
2025-04-12 02:00:00,14.9,13.2,18.5,14.9,13.8,94,65,99,,245.9,2,1.8,0.8,0.3,0,,0,4.4,445.1,0.6,20.1,338,,1021.1,1020.2,1022.2,997.4
2025-04-13 02:00:00,11.8,10.2,13.3,11.8,11.7,99,97,99,,171.8,1,4.8,10.2,9.1,0,,10.2,14.6,455.3,0.5,9.3,263,,1021,1019.4,1023.2,999.7
2025-04-14 02:00:00,13.9,7.4,21.2,13.9,9.5,78,41,99,,716.2,6,1.8,0.3,0.3,0.3,,10.5,14.9,455.6,4.5,46,199,,1016.3,1009.8,1022.8,990.3
2025-04-15 02:00:00,9.8,6.9,13.6,9.7,6.7,82,62,95,,872.8,8,6,6.1,3.6,0,,16.3,20.7,461.4,4.6,23.8,320,,1023.7,1020.7,1027.2,993.8
2025-04-16 02:00:00,9.8,3.6,15.7,9.7,4.9,73,42,99,,902.2,14,1.8,0.5,0.5,0,,16.8,21.2,461.9,4.3,33.2,256,,1022.3,1020.6,1025.6,1000.5
2025-04-17 02:00:00,12.4,6.3,18.8,12.4,8,76,49,99,,879.2,8,3,0.8,0.5,0,,17.6,22,462.7,2.1,18.3,123,,1020.4,1017.9,1021.9,1002.6
2025-04-18 02:00:00,17.5,10,23.6,17.5,10.3,64,45,92,,977.3,9,7.8,1.3,1.3,1.3,,18.9,23.3,464,7.3,38.5,219,,1017.9,1013.4,1023.7,994.1
2025-04-19 02:00:00,11.9,7.1,19.5,11.9,7.5,77,40,99,,859.3,8,12.6,22.9,13.2,2.5,,2.5,47.4,488.1,3.2,33.2,213,,1021.6,1018.3,1023.7,990.9
2025-04-20 02:00:00,11.7,8.1,15.9,11.7,9.2,85,68,99,,696.2,14,9,6.3,8.1,0,,6.3,51.2,491.9,4.9,27.7,311,,1023.4,1020.1,1027.2,998.2
2025-04-21 02:00:00,11.5,9.8,14.9,11.5,10.8,96,85,99,,511.9,4,7.8,7.8,4.3,1.8,,15.9,60.8,501.5,0.8,11.1,348,,1021.3,1019,1023.3,1005.2
2025-04-22 02:00:00,11.1,5.7,17.1,11.1,9.3,89,64,99,,919.2,8,7.8,4.6,5.6,0,,18.7,63.6,504.3,1.4,16.6,3,,1021.8,1020.1,1023.9,1010.3
2025-04-23 02:00:00,12.3,5,18.4,12.3,10.1,87,68,99,,878.9,8,0,0,0,0,,18.7,63.6,504.3,3.6,21.9,344,,1020.4,1018.5,1022.6,1012
2025-04-24 02:00:00,14.1,8.1,20.2,14.1,12,88,69,99,,714,6,0,0,0,0,,18.7,63.6,504.3,0,1.8,317,,1019.3,1017.2,1020.8,1009.8
2025-04-25 02:00:00,13.1,6.5,21.9,13.1,11.5,91,70,99,,796.9,7,10.8,14.7,14.7,0.3,,33.7,78.6,519.3,2.6,23.8,311,,1020.1,1014,1028.2,1004.1
2025-04-26 02:00:00,12.1,11.3,14.1,12.1,11.1,94,80,99,,786.9,7,9,15.8,12.7,0,,0,94.1,534.8,5.8,27.7,316,,1021.9,1019.7,1025.1,1010.8
2025-04-27 02:00:00,12.7,7.6,20,12.7,11.3,91,66,99,,918.8,8,7.8,16.3,16.3,0,,16.3,110.4,551.1,1.2,11.1,269,,1019.9,1018.2,1021.5,1012.9
2025-04-28 02:00:00,16,7.1,23.7,16,12.3,80,58,99,,752.1,7,0,0,0,0,,16.3,110.4,551.1,1.9,11.1,142,,1018.9,1015.1,1021.2,1005
2025-04-29 02:00:00,21.1,12.1,28.4,21.1,11.9,58,35,92,,778.2,7,0,0,0,0,,16.3,110.4,551.1,5.4,27.7,111,,1019.5,1017.4,1021.1,1000.1
2025-04-30 02:00:00,21.9,13.5,28.2,21.8,12.1,55,35,84,,752.6,7,0,0,0,0,,16.3,0,551.1,5.1,38.5,134,,1020.6,1019,1026,998.6
2025-05-01 02:00:00,16,11.5,21.3,16,13.2,84,52,99,,972.6,9,1.8,0.3,0.3,0,,16.6,0.3,551.4,2.1,25.6,192,,1023.1,1019.4,1027.1,1002.2
2025-05-02 02:00:00,16.3,10,26,16.3,12.8,82,47,99,,865.4,8,4.8,2.1,1.8,0,,18.7,2.4,553.5,2.1,21.9,153,,1018.6,1015.2,1021.8,997.9
2025-05-03 02:00:00,18.5,11.2,23.9,18.5,12.7,70,49,98,,906.1,8,0,0,0,0,,0,2.4,553.5,4.3,29.5,179,,1021.1,1019.7,1023.1,999.5
2025-05-04 02:00:00,13.7,9.6,19.4,13.7,12.7,94,75,99,,872.4,8,9,6.1,6.1,0,,6.1,8.5,559.6,1.2,11.1,256,,1019.7,1017.3,1023.2,998.9
2025-05-05 02:00:00,12,8.1,16.9,12,10.5,92,54,99,,896.6,8,9.6,7.6,5.3,0,,13.7,16.1,567.2,1.3,16.6,298,,1022.1,1020.1,1024.4,1003.2
2025-05-06 02:00:00,9.8,5.6,15.4,9.8,7.8,88,62,99,,886.7,8,7.8,4.1,3.5,0,,17.8,20.2,571.3,1.7,13,170,,1020.7,1019.4,1022.4,1006.4
2025-05-07 02:00:00,11.3,3.9,18.9,11.3,7.9,82,56,99,,842.9,8,1.8,0.3,0.3,0,,18.1,20.5,571.6,1.7,16.6,170,,1019.5,1016.9,1021.2,1004.4
2025-05-08 02:00:00,11.7,4.8,19.4,11.7,8.9,85,58,99,,834.2,8,0,0,0,0,,18.1,20.5,571.6,1.3,18.3,172,,1019.6,1017.3,1022.2,1001
2025-05-09 02:00:00,10.9,5.8,16,10.9,10,95,76,99,,383,3,12.6,10.4,5.3,0,,28.5,30.9,582,0.6,9.3,172,,1020.1,1018.4,1021.5,999.7
2025-05-10 02:00:00,12.2,7.9,20.7,12.2,11,93,52,99,,933,9,28.8,9.7,6.4,0,,0,40.6,591.7,1.4,20.1,182,,1020.7,1017.2,1025.1,997.2
2025-05-11 02:00:00,12.9,9.2,19.6,12.9,9.6,82,51,99,,932.2,9,1.8,2,1.5,0,,2,42.6,593.7,2.3,21.9,360,,1021.5,1019.9,1024.9,1000.3
2025-05-12 02:00:00,12.9,5.7,20.3,12.9,9.9,84,56,99,,968.2,9,6,4.1,4.1,0,,6.1,46.7,597.8,1.3,11.1,177,,1019.9,1016.8,1022.5,1001.1
2025-05-13 02:00:00,13.6,10.1,17.8,13.6,12.3,92,76,99,,1011.1,9,4.8,1.3,1.3,0,,7.4,48,599.1,0.9,11.1,176,,1021,1020,1022.6,1001.9
2025-05-14 02:00:00,13.1,11.9,15.1,13.1,12.8,98,90,99,,171.3,1,22.8,20.3,18.5,1.5,,29.2,69.8,620.9,0.4,7.2,254,,1021.5,1019.9,1023.7,1005.1
2025-05-15 02:00:00,13.1,12.2,14.8,13.1,12.4,95,85,99,,245.5,2,15.6,18.2,11.4,0,,45.9,86.5,637.6,1.7,13,311,,1021.4,1019.9,1023.3,1009.2
2025-05-16 02:00:00,14.5,8.5,19.2,14.5,12.4,88,74,99,,913.6,8,0,0,0,0,,45.9,86.5,637.6,2.3,14.8,310,,1019.8,1018.4,1021.2,1008.7
2025-05-17 02:00:00,14.4,6.2,22.5,14.4,11.5,85,60,99,,813.8,7,0,0,0,0,,0,86.5,637.6,1.5,18.3,164,,1019.1,1015.8,1021.1,1004.2
2025-05-18 02:00:00,18,8.6,28.3,18.1,14.2,81,52,99,,818.1,7,9,1.8,1.8,0,,1.8,88.3,639.4,2.5,33.2,168,,1019.1,1015.7,1022.8,999.5
2025-05-19 02:00:00,15,13.4,16.9,15,13.1,89,78,98,,680.5,6,41.4,18,17.2,0,,19.8,106.3,657.4,4,25.6,320,,1022.8,1020.4,1025.7,1004.4
