Time,Exterior,,,,,,,,Interior,,,,,,Radición solar y UVI,,Precipitaciones,,,,,,,Viento,,,Presión,,,
,Temperature(℃),Temperature Low(℃),Temperature High(℃),Feels Like(℃),Dew Point(℃),Humidity(%),Humidity Low(%),Humidity High(%),Temperature(℃),Temperature Low(℃),Temperature High(℃),Humidity(%),Humidity Low(%),Humidity High(%),Solar(W/m²),UVI,Rain Rate(mm/hr),Daily(mm),Event(mm),Hourly(mm),Weekly(mm),Monthly(mm),Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Relative(hPa),Relative Low(hPa),Relative High(hPa),Absolute(hPa)
2024-01-01 01:00,"10,7","5,3","16,2","10,7","4,5",69,40,93,"13,9","12,0","24,9",61,41,65,"287,6",2,"0,0","0,0","0,0","0,0","7,1","0,0","6000,0","2,6","33,2",175,"1020,4","1016,0","1023,9","1005,4"
2024-01-02 01:00,"15,0","9,8","17,7","15,0","7,5",63,37,99,"13,2","12,9","14,3",62,60,64,"92,4",0,"1,8","1,8","1,5","0,0","8,9","1,8","6000,0","12,0","53,3",210,"1017,8","1010,2","1023,5","999,2"
2024-01-03 01:00,"10,9","5,3","16,0","10,9","9,5",92,61,99,"13,3","12,7","15,1",65,61,66,"270,6",2,"0,0","0,0","1,5","0,0","8,9","1,8","6000,0","0,8","9,3",147,"1022,7","1019,1","1027,1","1003,6"
2024-01-04 01:00,"11,1","4,3","18,4","11,1","5,9",74,42,98,"13,6","12,3","18,3",63,53,66,"319,2",3,"1,8","0,5","0,5","0,3","9,7","2,6","6000,0","3,8","43,9",171,"1018,7","1015,5","1022,1","999,6"
2024-01-05 01:00,"8,4","6,4","10,4","8,0","5,9",85,71,99,"13,2","12,0","18,8",64,55,65,"389,0",3,"21,6","27,2","24,4","7,4","44,0","36,9","6000,0","4,3","23,8",307,"1020,9","1018,2","1025,7","999,4"
2024-01-06 01:00,"6,5","4,3","8,8","6,3","5,8",96,81,99,"12,3","11,7","13,5",64,62,65,"347,4",3,"27,6","46,7","49,5","0,3","0,3","76,5","6000,0","2,1","23,8",38,"1024,3","1019,3","1031,4","1008,3"
2024-01-07 01:00,"6,0","3,6","10,1","6,0","5,6",97,84,99,"12,0","11,2","17,6",64,56,66,"450,2",4,"12,0","14,2","19,8","0,0","14,2","90,4","6000,0","0,8","11,1",146,"1021,7","1019,0","1024,7","1012,5"
2024-01-08 01:00,"5,5","2,7","11,7","5,5","3,9",90,63,99,"12,5","10,8","25,3",62,39,66,"304,9",2,"4,8","3,8","12,4","0,0","18,0","94,2","6000,0","1,0","9,3",150,"1018,8","1016,9","1020,8","1010,2"
2024-01-09 01:00,"3,5","-0,3","9,0","3,5","2,4",93,74,99,"11,4","10,3","14,9",63,56,65,"382,2",3,"0,0","0,0","0,0","0,0","18,0","94,2","6000,0","0,7","9,3",159,"1018,8","1016,8","1020,7","1008,1"
2024-01-10 01:00,"5,0","2,8","6,6","5,0","4,6",97,92,99,"10,2","9,7","10,5",64,64,65,"72,4",0,"4,8","5,6","3,8","0,0","23,6","99,8","6000,0","0,6","9,3",131,"1020,4","1016,6","1024,4","1008,2"
2024-01-11 01:00,"4,4","2,5","6,1","4,4","4,0",98,91,99,"9,7","9,3","11,0",65,62,65,"239,8",2,"3,6","6,4","6,4","0,2","30,2","106,4","6000,0","0,4","7,2",138,"1023,3","1020,2","1027,0","1013,9"
2024-01-12 01:00,"5,5","0,4","12,5","5,5","4,3",92,68,99,"11,0","9,2","25,1",61,35,66,"290,2",2,"1,8","1,2","2,5","0,0","31,2","107,4","6000,0","1,2","13,0",141,"1019,8","1016,6","1022,9","1013,9"
2024-01-13 01:00,"10,1","0,9","20,0","10,1","4,4",73,36,97,"10,5","8,9","14,7",62,53,65,"271,1",2,"0,0","0,0","0,0","0,0","0,0","107,4","6000,0","4,3","40,4",160,"1017,3","1012,4","1021,1","1007,4"
2024-01-14 01:00,"10,3","6,5","16,5","10,3","9,3",94,67,99,"10,5","10,0","11,4",64,62,65,"204,7",2,"9,0","3,3","3,0","0,0","3,3","110,7","6000,0","1,1","14,8",126,"1018,6","1016,5","1021,0","1003,0"
2024-01-15 01:00,"12,6","9,9","16,0","12,6","12,1",96,85,99,"11,0","10,4","12,5",65,62,66,"374,4",3,"4,8","5,1","4,3","0,0","8,4","115,8","6000,0","1,1","11,1",76,"1018,4","1015,0","1021,7","999,2"
2024-01-16 01:00,"15,0","9,4","20,1","15,0","11,3",80,56,99,"11,5","10,9","13,8",66,63,68,"135,3",1,"1,8","0,3","3,0","0,0","8,7","116,1","6000,0","6,3","51,5",169,"1016,6","1009,1","1021,5","993,6"
2024-01-17 01:00,"17,7","16,8","18,6","17,7","9,3",58,53,65,"13,8","12,4","16,7",65,59,68,"418,1",4,"0,0","0,0","0,0","0,0","8,7","116,1","6000,0","13,4","56,8",216,"1016,3","1005,1","1021,7","981,0"
2024-01-18 01:00,"11,0","6,6","17,2","10,9","7,8",83,55,99,"13,5","12,8","15,5",65,61,67,"238,6",2,"16,8","13,7","13,7","0,0","22,4","129,8","6000,0","6,9","48,0",251,"1028,4","1020,5","1032,7","996,0"
2024-01-19 01:00,"4,6","-1,0","8,0","4,3","0,8",78,46,95,"14,3","12,2","28,9",61,35,67,"308,8",3,"0,0","0,0","13,7","0,0","22,4","129,8","6000,0","3,1","23,8",135,"1027,4","1019,4","1035,7","1006,3"
2024-01-20 01:00,"2,9","-3,1","13,0","2,9","-0,6",80,41,97,"13,3","8,7","29,8",55,29,63,"309,6",3,"0,0","0,0","0,0","0,0","0,0","129,8","6000,0","1,7","11,1",163,"1023,6","1017,1","1028,7","1012,9"
2024-01-21 01:00,"9,4","0,1","20,1","9,4","3,5",69,40,90,"13,4","11,0","28,1",56,32,60,"310,1",3,"0,0","0,0","0,0","0,0","0,0","129,8","6000,0","2,1","29,5",162,"1021,3","1016,3","1026,3","1016,3"
2024-01-22 01:00,"13,7","9,8","19,4","13,7","9,3",77,38,99,"12,4","11,9","13,9",60,57,62,"243,7",2,"1,8","2,3","2,8","0,5","2,8","132,6","6000,0","1,4","20,1",132,"1021,9","1016,4","1028,8","1018,5"
2024-01-23 01:00,"12,6","7,4","21,4","12,6","11,2",92,65,99,"14,1","12,0","25,0",59,41,63,"344,4",3,"1,8","0,7","3,0","0,0","3,0","132,8","6000,0","0,9","9,3",158,"1023,5","1017,6","1029,2","1023,7"
2024-01-24 01:00,"10,5","5,7","19,5","10,5","9,3",93,70,99,"14,9","12,5","28,4",59,35,64,"548,3",5,"1,8","0,3","0,3","0,0","3,3","133,1","6000,0","1,0","11,1",182,"1019,5","1016,6","1021,7","1023,2"
2024-01-25 01:00,"10,7","5,5","18,9","10,7","9,1",91,72,99,"15,2","12,8","29,4",59,35,64,"313,5",3,"1,8","0,3","0,3","0,0","3,6","133,4","6000,0","2,0","16,6",167,"1017,5","1014,4","1020,8","1020,3"
2024-01-26 01:00,"9,9","5,1","17,7","9,9","8,9",94,72,99,"14,6","12,9","24,9",61,42,64,"363,5",3,"1,8","0,3","0,3","0,0","3,9","133,7","6000,0","1,0","11,1",158,"1018,9","1016,6","1021,4","1021,1"
2024-01-27 01:00,"8,7","3,2","17,2","8,7","7,7",94,72,99,"14,3","12,8","23,1",62,47,65,"352,6",3,"0,0","0,0","0,0","0,0","0,0","133,7","6000,0","1,0","7,2",164,"1016,4","1012,8","1020,8","1014,6"
2024-01-28 01:00,"14,7","6,2","24,9","14,7","7,2",69,28,99,"15,0","12,7","26,8",60,40,66,"340,5",3,"1,8","0,3","0,3","0,0","0,3","134,0","6000,0","4,7","31,4",168,"1019,0","1014,4","1024,2","1010,3"
2024-01-29 01:00,"17,5","7,9","24,3","17,5","7,6",56,30,96,"15,7","13,7","21,0",60,51,64,"356,5",3,"0,0","0,0","0,0","0,0","0,3","134,0","6000,0","3,1","25,6",202,"1022,1","1019,4","1024,6","1012,6"
2024-01-30 01:00,"9,8","5,0","18,4","9,8","7,8",89,64,99,"16,4","14,0","30,0",60,36,65,"303,1",2,"0,0","0,0","0,0","0,0","0,3","134,0","6000,0","0,9","13,0",201,"1023,1","1019,0","1026,8","1018,5"
2024-01-31 01:00,"9,2","3,8","18,5","9,2","7,5",90,64,99,"16,4","13,9","29,4",59,36,64,"313,2",3,"0,0","0,0","0,0","0,0","0,3","0,0","6000,0","0,9","9,3",171,"1022,1","1019,6","1023,7","1021,7"
2024-02-01 01:00,"10,0","4,7","13,5","10,0","9,0",93,80,99,"14,5","13,9","16,4",63,59,65,"299,7",2,"1,8","0,3","0,3","0,0","0,6","0,3","6000,0","0,9","11,1",165,"1022,4","1019,6","1026,4","1026,0"
2024-02-02 01:00,"10,0","5,0","14,5","10,0","8,8",93,74,99,"14,3","13,4","16,3",64,60,66,"372,6",3,"0,0","0,0","0,0","0,0","0,6","0,3","6000,0","0,7","9,3",148,"1019,1","1017,7","1020,8","1023,9"
2024-02-03 01:00,"9,2","2,5","16,4","9,2","7,7",91,71,99,"15,3","12,8","29,6",60,35,66,"360,0",3,"1,8","0,3","0,3","0,0","0,0","0,6","6000,0","0,8","7,2",195,"1018,9","1015,8","1022,6","1020,1"
2024-02-04 01:00,"10,0","4,4","15,7","10,0","8,4",90,73,99,"15,1","13,5","21,7",62,49,65,"343,0",3,"0,0","0,0","0,0","0,0","0,0","0,6","6000,0","1,1","11,1",134,"1020,2","1017,5","1022,6","1020,0"
2024-02-05 01:00,"8,5","2,6","14,6","8,5","7,3",92,72,99,"14,5","13,0","21,1",62,49,65,"594,7",5,"1,8","0,3","0,3","0,0","0,3","0,9","6000,0","0,8","9,3",271,"1018,6","1017,4","1020,9","1017,9"
2024-02-06 01:00,"10,4","4,9","17,5","10,4","8,6",90,68,99,"15,5","13,3","27,8",61,39,66,"321,0",3,"0,0","0,0","0,0","0,0","0,3","0,9","6000,0","1,0","11,1",184,"1017,7","1016,3","1021,0","1013,7"
2024-02-07 01:00,"11,9","3,1","18,4","11,9","7,0",75,47,99,"14,0","13,1","15,7",63,60,65,"509,6",4,"0,0","0,0","0,0","0,0","0,3","0,9","6000,0","5,3","40,4",181,"1016,0","1011,9","1020,9","1005,3"
2024-02-08 01:00,"16,4","14,2","18,0","16,4","6,9",54,37,64,"14,1","13,8","15,2",62,59,64,"206,9",14,"1,8","0,3","0,3","0,0","0,6","1,2","6000,0","20,2","97,2",218,"1014,7","1003,6","1021,5","988,5"
2024-02-09 01:00,"14,8","9,3","17,6","14,8","9,0",70,49,99,"14,9","14,1","16,7",60,55,62,"303,6",2,"47,4","40,6","42,2","1,6","42,8","43,4","6000,0","9,1","51,5",212,"1018,0","1015,8","1021,2","975,3"
2024-02-10 01:00,"10,0","7,8","13,2","9,6","5,6",75,52,97,"15,9","14,1","31,3",57,33,62,"407,7",3,"10,8","14,8","55,4","0,0","0,0","56,6","6000,0","8,3","34,9",303,"1024,9","1020,5","1029,8","985,0"
2024-02-11 01:00,"12,3","9,1","17,2","12,2","3,8",57,39,70,"16,3","14,1","29,0",56,36,61,"400,8",3,"0,0","0,0","0,0","0,0","0,0","56,6","6000,0","6,5","38,5",260,"1023,3","1013,6","1032,5","993,7"
2024-02-12 01:00,"11,6","5,6","15,7","11,6","7,5",77,53,97,"15,3","14,3","21,3",59,50,62,"605,6",5,"1,8","0,3","0,3","0,0","0,3","56,9","6000,0","7,4","51,5",248,"1020,7","1012,7","1026,2","999,3"
2024-02-13 01:00,"11,6","3,7","23,0","11,6","8,0",82,47,99,"17,0","13,7","33,9",56,30,62,"446,3",4,"1,2","0,2","0,2","0,0","0,5","57,1","6000,0","1,7","16,6",157,"1023,2","1019,5","1026,1","1007,0"
2024-02-14 01:00,"16,4","6,3","23,6","16,4","10,5",71,44,97,"15,6","14,4","20,5",60,52,62,"326,1",3,"0,0","0,0","0,0","0,0","0,5","57,1","6000,0","3,1","31,4",145,"1019,6","1013,6","1024,2","1006,3"
2024-02-15 01:00,"18,0","11,7","26,0","18,0","11,2",69,33,99,"17,1","15,5","26,5",60,44,63,"549,2",5,"44,4","42,9","49,0","6,1","49,5","106,1","6000,0","4,7","33,2",230,"1018,5","1009,7","1030,3","1000,1"
2024-02-16 01:00,"10,9","4,9","16,1","10,9","9,8",94,70,99,"17,6","15,7","32,4",60,37,64,"586,5",5,"19,8","14,7","56,1","0,0","58,1","114,7","6000,0","1,9","14,8",309,"1027,6","1020,4","1037,1","1013,2"
2024-02-17 01:00,"9,4","3,1","18,9","9,4","7,0",87,52,99,"18,0","14,9","36,0",56,29,63,"478,4",4,"1,8","0,3","1,8","0,0","0,0","115,0","6000,0","1,2","13,0",156,"1023,5","1018,7","1028,5","1020,6"
2024-02-18 01:00,"11,0","4,1","18,9","11,0","8,8",88,54,99,"16,4","14,8","23,4",58,46,62,"483,6",4,"4,8","3,6","3,8","0,2","3,8","118,8","6000,0","1,7","16,6",200,"1021,4","1019,5","1023,8","1023,3"
2024-02-19 01:00,"11,8","6,9","13,6","11,8","11,4",97,91,99,"15,7","15,0","17,1",63,61,65,"348,3",3,"6,0","6,1","9,4","0,0","9,7","124,7","6000,0","0,8","9,3",295,"1020,5","1018,3","1023,0","1024,7"
2024-02-20 01:00,"8,9","2,4","18,0","8,9","7,2",90,65,99,"16,7","14,3","32,8",58,35,64,"479,3",4,"1,8","0,5","0,3","0,0","10,2","125,2","6000,0","1,0","11,1",167,"1017,8","1013,7","1021,2","1019,3"
2024-02-21 01:00,"15,3","12,0","19,3","15,3","10,8",75,45,88,"14,9","14,2","16,1",62,59,64,"239,4",2,"0,0","0,5","0,0","0,0","10,2","125,2","6000,0","1,5","16,6",112,"1017,6","1013,3","1020,7","1007,2"
2024-02-22 01:00,"13,9","6,0","19,7","13,6","6,6",65,37,96,"14,8","14,0","16,7",60,56,63,"444,6",4,"10,8","14,5","14,5","0,0","24,7","139,7","6000,0","10,8","55,0",251,"1020,0","1009,5","1028,1","996,5"
2024-02-23 01:00,"7,8","4,0","10,9","7,0","3,4",74,57,91,"14,0","13,1","15,5",58,56,60,"585,1",5,"7,2","5,1","3,1","2,5","32,3","147,3","6000,0","6,3","33,2",297,"1019,2","1017,6","1021,5","995,3"
2024-02-24 01:00,"7,8","4,0","11,4","7,0","4,5",80,64,93,"13,7","12,6","20,8",57,45,59,"656,7",6,"12,0","19,0","17,0","1,5","1,5","165,3","6000,0","6,8","48,0",277,"1021,7","1017,9","1026,6","998,1"
2024-02-25 01:00,"13,2","9,5","17,4","13,1","8,6",74,56,96,"13,2","12,7","14,2",61,58,63,"288,0",2,"10,8","21,6","11,9","0,0","21,6","185,4","6000,0","8,4","46,0",237,"1017,8","1011,7","1021,9","989,2"
2024-02-26 01:00,"8,4","6,8","11,6","6,7","6,3",87,76,96,"12,5","12,0","13,0",63,62,63,"111,4",1,"18,6","53,9","26,4","0,0","75,5","239,3","6000,0","11,4","43,9",302,"1024,4","1020,4","1032,1","995,4"
2024-02-27 01:00,"8,8","6,4","11,2","8,1","5,5",80,65,96,"12,5","11,8","14,9",61,56,63,"624,2",6,"24,0","17,5","17,2","0,3","93,6","257,4","6000,0","7,9","34,9",312,"1023,2","1020,2","1028,8","1011,7"
2024-02-28 01:00,"8,8","6,5","10,7","8,7","8,0",95,76,99,"11,9","11,5","12,4",63,62,64,"174,3",1,"6,0","9,9","5,3","0,0","103,2","267,0","6000,0","1,7","18,3",308,"1019,8","1017,1","1021,3","1014,7"
2024-02-29 01:00,"9,1","5,8","15,9","8,4","7,2",89,61,99,"11,9","11,4","13,9",63,59,64,"719,6",6,"13,8","16,8","16,8","0,5","120,5","0,5","6000,0","4,9","46,0",283,"1019,4","1012,1","1025,7","1006,7"
2024-03-01 01:00,"10,4","5,3","14,8","10,3","5,4",73,49,95,"12,0","11,1","15,8",62,55,64,"633,3",6,"4,8","8,1","7,3","0,0","128,1","8,1","6000,0","3,7","23,8",265,"1017,4","1012,5","1020,9","1000,5"
2024-03-02 01:00,"8,6","3,8","13,0","8,1","5,0",79,59,96,"11,7","11,1","12,6",63,61,64,"226,8",2,"15,6","28,7","20,6","0,0","0,0","36,8","6000,0","8,3","49,7",260,"1018,8","1009,9","1026,7","989,3"
2024-03-03 01:00,"6,2","3,0","10,0","5,7","3,9",86,70,99,"11,3","10,6","13,8",63,58,64,"793,8",7,"18,6","30,0","27,2","0,0","30,0","66,8","6000,0","4,1","27,7",303,"1022,7","1019,7","1027,6","999,0"
2024-03-04 01:00,"9,5","4,3","15,4","9,5","7,1",86,59,99,"11,1","10,5","12,2",63,61,64,"196,0",1,"6,0","6,6","6,6","0,3","36,9","73,7","6000,0","3,4","36,7",151,"1021,7","1015,1","1029,4","1002,2"
2024-03-05 01:00,"8,8","2,8","14,7","8,8","4,5",76,52,96,"13,1","10,6","33,9",59,27,65,"666,2",6,"0,0","0,3","0,3","0,0","36,9","73,7","6000,0","3,5","20,1",15,"1021,9","1019,2","1026,5","1011,4"
2024-03-06 01:00,"8,7","1,3","18,2","8,7","4,8",79,49,98,"14,5","10,7","36,9",56,24,63,"551,7",5,"0,0","0,0","0,0","0,0","36,9","73,7","6000,0","1,7","13,0",153,"1017,7","1013,1","1021,3","1006,8"
2024-03-07 01:00,"13,6","7,3","19,7","13,6","5,1",58,35,86,"13,9","11,8","25,2",56,39,62,"596,9",5,"1,8","0,3","0,3","0,0","37,2","74,0","6000,0","5,0","36,7",148,"1017,3","1011,9","1021,5","992,3"
2024-03-08 01:00,"12,0","8,1","14,8","11,9","3,7",57,49,72,"13,9","12,4","22,4",56,44,59,"562,1",14,"0,0","0,0","0,0","0,0","37,2","74,0","6000,0","9,8","64,4",213,"1018,8","1013,5","1021,4","984,8"
2024-03-09 01:00,"11,7","10,1","14,1","11,7","2,5",54,44,60,"15,2","12,7","37,9",50,24,58,"668,5",6,"0,0","0,0","0,0","0,0","0,0","74,0","6000,0","12,7","48,0",213,"1020,1","1018,8","1021,3","977,2"
2024-03-10 01:00,"10,2","7,8","12,9","9,8","5,8",75,54,93,"13,7","12,8","22,8",54,43,59,"635,9",6,"13,8","13,7","12,4","0,3","14,0","88,0","6000,0","10,1","51,5",278,"1025,0","1019,5","1033,6","986,2"
2024-03-11 01:00,"9,8","8,5","10,8","9,5","7,4",85,70,96,"12,9","12,4","13,7",59,59,61,"250,3",2,"9,0","12,2","10,4","0,0","25,9","99,9","6000,0","5,4","25,6",315,"1024,3","1020,4","1028,9","1005,9"
2024-03-12 01:00,"11,5","4,8","19,5","11,5","8,4",84,52,99,"15,5","12,3","39,1",55,23,62,"658,4",6,"0,0","0,0","0,0","0,0","25,9","99,9","6000,0","0,9","11,1",148,"1019,3","1016,2","1021,3","1010,1"
2024-03-13 01:00,"10,8","3,1","21,4","10,8","6,5",77,49,95,"16,6","12,6","40,6",53,22,60,"580,0",5,"0,0","0,0","0,0","0,0","25,9","99,9","6000,0","1,7","13,0",308,"1018,2","1016,7","1021,5","1002,8"
2024-03-14 01:00,"16,1","6,8","23,6","16,1","8,5",63,37,91,"17,4","13,7","40,3",54,23,60,"558,2",5,"0,0","0,0","0,0","0,0","25,9","99,9","6000,0","4,1","27,7",193,"1021,2","1019,0","1023,4","1001,7"
2024-03-15 01:00,"14,3","7,7","20,0","14,3","10,9",81,64,98,"16,9","14,9","23,9",57,46,61,"596,0",5,"0,0","0,0","0,0","0,0","25,9","99,9","6000,0","1,5","14,8",29,"1022,7","1020,3","1025,6","1008,4"
2024-03-16 01:00,"16,4","6,6","23,8","16,4","10,3",71,39,99,"16,7","15,2","19,6",60,54,62,"584,3",5,"0,0","0,0","0,0","0,0","0,0","99,9","6000,0","3,6","31,4",198,"1019,2","1017,8","1021,0","1009,4"
2024-03-17 01:00,"17,8","10,8","23,2","17,8","12,9",74,52,95,"19,1","16,2","31,7",60,41,66,"524,5",5,"0,0","0,0","0,0","0,0","0,0","99,9","6000,0","2,5","25,6",188,"1020,4","1018,4","1022,7","1007,4"
2024-03-18 01:00,"15,6","10,6","23,9","15,6","13,6",88,65,99,"20,0","17,3","36,5",61,34,66,"612,0",5,"18,6","8,4","8,4","0,0","8,4","108,3","6000,0","1,4","14,8",165,"1019,3","1017,2","1021,4","1006,1"
2024-03-19 01:00,"14,0","12,7","17,6","14,0","13,3",96,84,99,"18,6","17,9","20,0",65,62,66,"298,4",2,"1,8","0,5","0,5","0,0","8,9","108,8","6000,0","1,3","9,3",307,"1020,2","1018,4","1021,8","1003,6"
2024-03-20 01:00,"12,5","10,0","14,6","12,5","12,0",97,88,99,"17,8","17,2","18,5",66,65,67,"172,1",1,"3,0","2,3","2,3","0,0","11,2","111,1","6000,0","1,4","11,1",281,"1021,4","1018,8","1027,0","1003,7"
2024-03-21 01:00,"14,0","7,2","22,8","14,0","12,3",91,69,99,"19,6","16,7","35,6",61,34,67,"589,5",5,"1,8","0,3","0,3","0,0","11,5","111,4","6000,0","1,3","11,1",198,"1021,0","1018,1","1025,0","1011,5"
2024-03-22 01:00,"13,0","11,0","15,6","13,0","12,6",98,91,99,"17,9","17,2","19,0",65,63,67,"204,7",2,"3,0","4,1","4,1","0,0","15,6","115,5","6000,0","1,9","13,0",254,"1020,1","1017,7","1025,0","1010,3"
2024-03-23 01:00,"11,7","9,0","16,7","11,7","9,7",88,67,99,"17,6","16,8","20,3",63,54,67,"773,4",7,"6,0","5,6","5,3","0,0","0,0","121,1","6000,0","1,3","11,1",207,"1020,2","1017,7","1022,7","1013,3"
2024-03-24 01:00,"10,9","4,9","16,6","10,9","7,5",81,57,96,"18,4","16,5","23,4",60,50,64,"638,1",6,"0,0","0,0","0,0","0,0","0,0","121,1","6000,0","1,6","16,6",158,"1016,9","1009,1","1020,8","1006,0"
2024-03-25 01:00,"7,8","3,2","13,2","7,8","6,5",92,75,99,"16,7","15,8","18,1",61,59,63,"465,4",4,"6,0","6,1","6,1","1,3","7,4","128,5","6000,0","2,9","21,9",288,"1015,8","1008,2","1021,5","986,2"
2024-03-26 01:00,"7,7","4,1","14,6","7,6","4,3",81,41,99,"16,3","15,3","20,6",61,53,63,"734,9",7,"12,0","20,3","11,2","0,0","26,4","147,5","6000,0","2,6","16,6",316,"1020,2","1018,1","1022,1","981,1"
2024-03-27 01:00,"11,5","3,2","18,2","11,4","5,2",68,40,98,"16,2","14,8","21,0",58,49,62,"653,3",6,"3,0","1,6","1,3","0,0","28,0","149,1","6000,0","6,4","40,4",224,"1018,1","1012,3","1022,0","976,8"
2024-03-28 01:00,"12,2","4,8","18,3","11,9","5,3",64,43,98,"16,2","14,8","20,0",56,49,61,"711,0",6,"1,8","0,3","0,3","0,0","28,3","149,4","6000,0","8,7","49,7",219,"1020,9","1014,9","1026,3","980,6"
2024-03-29 01:00,"11,7","5,8","16,0","11,6","6,3",71,49,97,"15,5","14,8","16,9",57,54,60,"395,6",3,"7,8","6,4","6,4","0,0","34,7","155,8","6000,0","6,5","49,7",182,"1021,8","1019,7","1023,5","982,7"
2024-03-30 01:00,"10,7","4,7","17,0","10,7","6,2",75,47,96,"15,2","14,4","16,8",59,56,60,"783,0",7,"4,8","2,8","1,7","0,0","0,0","158,6","6000,0","3,1","25,6",128,"1018,1","1015,4","1021,0","979,0"
2024-03-31 01:00,"9,9","4,0","15,5","9,8","5,3",74,54,97,"15,0","14,2","18,5",58,52,61,"658,9",6,"7,8","4,4","4,1","0,0","4,4","0,0","6000,0","3,3","23,8",197,"1022,7","1020,4","1026,4","981,8"
2024-04-01 01:00,"11,5","5,7","16,9","11,5","5,7",70,41,98,"14,9","14,0","18,3",57,52,60,"862,8",8,"15,6","6,9","6,9","0,0","11,3","6,9","6000,0","7,1","43,9",185,"1024,6","1020,4","1029,9","994,9"
2024-04-02 01:00,"14,4","10,8","16,3","14,4","6,3",58,48,85,"14,7","14,0","15,8",57,54,60,"553,1",5,"1,8","0,5","0,5","0,0","11,8","7,4","6000,0","13,2","53,3",206,"1019,6","1017,3","1021,5","999,5"
2024-04-03 01:00,"17,3","8,1","22,8","17,3","8,7",59,39,91,"15,9","14,1","19,6",57,50,60,"724,4",7,"0,0","0,0","0,0","0,0","11,8","7,4","6000,0","6,4","33,2",199,"1021,5","1019,2","1025,1","1002,7"
2024-04-04 01:00,"21,0","17,5","25,0","21,0","7,9",43,27,62,"17,1","15,7","20,2",56,51,58,"693,2",6,"0,0","0,0","0,0","0,0","11,8","7,4","6000,0","10,2","53,3",212,"1018,8","1015,1","1022,2","1000,9"
2024-04-05 01:00,"22,5","17,8","28,0","22,5","6,7",38,15,66,"17,8","17,1","18,6",57,54,58,"469,8",4,"0,0","0,0","0,0","0,0","11,8","7,4","6000,0","7,7","53,3",167,"1019,7","1015,9","1023,1","996,8"
2024-04-06 01:00,"22,9","14,9","29,2","22,9","9,7",47,21,81,"20,4","18,0","25,2",52,33,58,"648,0",6,"0,0","0,0","0,0","0,0","0,0","7,4","6000,0","6,2","36,7",194,"1021,2","1016,7","1027,0","995,6"
2024-04-07 01:00,"15,3","11,0","21,3","15,3","12,2",84,48,99,"20,7","19,4","33,3",54,37,57,"868,0",8,"9,0","4,3","4,3","0,0","4,3","11,7","6000,0","2,6","23,8",241,"1019,2","1015,0","1022,9","1000,3"
2024-04-08 01:00,"13,6","7,8","20,7","13,4","8,2",72,42,95,"19,6","18,4","21,5",54,51,57,"935,6",9,"16,8","23,9","23,9","0,0","27,9","35,3","6000,0","8,2","49,7",257,"1023,0","1015,2","1035,9","999,2"
2024-04-09 01:00,"10,7","7,0","15,0","10,5","6,3",75,58,96,"19,3","18,0","26,0",53,44,56,"946,5",9,"0,0","0,0","0,0","0,0","27,9","35,3","6000,0","5,5","29,5",302,"1023,6","1020,3","1028,5","1016,9"
2024-04-10 01:00,"11,0","3,6","19,5","11,0","7,0",79,47,99,"19,3","17,2","27,5",52,40,56,"722,6",7,"0,0","0,0","0,0","0,0","27,9","35,3","6000,0","0,7","13,0",188,"1020,6","1018,9","1023,0","1020,5"
2024-04-11 01:00,"13,2","5,2","22,6","13,2","9,2",80,42,99,"19,6","17,2","33,0",53,34,56,"691,9",6,"0,0","0,0","0,0","0,0","27,9","35,3","6000,0","1,3","14,8",167,"1019,2","1016,5","1021,1","1019,4"
2024-04-12 01:00,"17,1","7,7","28,5","17,1","12,1",77,40,99,"20,3","17,8","36,4",54,32,57,"700,5",6,"0,0","0,0","0,0","0,0","27,9","35,3","6000,0","1,4","14,8",185,"1019,6","1018,4","1021,2","1016,1"
2024-04-13 01:00,"17,1","8,8","27,8","17,1","12,3",77,41,98,"21,0","18,6","24,3",55,50,60,"704,0",6,"0,0","0,0","0,0","0,0","0,0","35,3","6000,0","1,3","13,0",138,"1020,1","1018,6","1021,9","1014,3"
2024-04-14 01:00,"15,0","8,5","24,8","15,0","12,7",87,62,99,"21,3","19,5","24,6",57,52,59,"695,4",6,"0,0","0,0","0,0","0,0","0,0","35,3","6000,0","2,1","16,6",7,"1020,0","1017,5","1022,8","1011,9"
2024-04-15 01:00,"12,1","10,6","13,0","12,1","11,3",95,89,99,"20,0","19,2","20,5",60,59,60,"203,4",2,"4,8","1,8","1,0","0,0","1,8","37,1","6000,0","2,7","14,8",317,"1021,0","1020,0","1022,8","1014,0"
2024-04-16 01:00,"10,7","9,2","12,4","10,7","9,5",92,78,98,"18,9","18,0","19,4",60,59,60,"599,9",5,"7,8","7,1","3,0","0,5","9,4","44,7","6000,0","2,4","18,3",316,"1019,4","1018,1","1021,1","1012,3"
2024-04-17 01:00,"10,0","7,9","13,4","10,0","8,9",93,77,99,"18,0","17,2","19,1",59,56,60,"937,0",9,"9,0","9,4","8,9","0,0","18,3","53,6","6000,0","1,6","16,6",298,"1020,3","1018,6","1022,4","1010,3"
